Audio File Name,ID,Dialogue,Manipulative,Technique,Vulnerability,Batch ID,Annotator’s Manipulative Label (0/1)
85514499_composed_amanda_mark.mp3,85514499,"Person1: You were quick enough to get Tom's help when...
Person2: Yes, yes.  I know.  Right.  And if it had gone well for me tonight, maybe I'd be keeping quiet about all this...I grant you everything but give me this...he does personify everything you've been fighting against...And I'm in love with you.  How do you like that? -- I buried the lead.",0,,,5,
85514502_composed_mark_amanda.mp3,85514502,"Person1: What made you do it? Who paid you off?
Person2: Nobody. I'm the maid!",0,,,6,
85514507_composed_mark_grandpa.mp3,85514507,"Person1: Jackie... Jackie?... answer me, for God's sake, answer me.
Person2: If you knew how many times I wanted to hear you say that...
Person1: So I'm saying it...
Person2: It's too late...
Person1: What's too late about it? Look, we're not dead, are we? That's the only thing that's too late.
Person2: Lester's left Felicia. He's taking me to Acapulco on the five o'clock flight. He's asked me to marry him.
Person1: So what? You don't love him, do you? Answer me.
Person2: What's that supposed to mean?
Person1: I don't know... Jackie?
Person2: What?",0,,,9,
85514509_composed_ivanna_grandpa.mp3,85514509,"Person1: Like it?
Person2: Yes. It reminds me of home.
Person1: Where Superman's from? Krypton?
Person2: No. Argo City. It was on a chunk of rock that was part of Krypton once---but we moved it to inner space.
Person1: I'm sorry, I don't understand.
Person2: It's not important. The important thing is I'm here to find something and I think you can he1p me.
Person1: Come on, let's ride.",0,,,3,
85514510_composed_grandpa_mark.mp3,85514510,"Person1: ...wouldn't let you settle it, huh?
Person2: Hell, you know how Skinny is. Says he's gonna shoot 'em... an I says, ""Skinny, you can't do that,"" an' he says, ""Well, then get Little Bill down here an' let's settle this"" an' I says, ""Bill's sleepin', Skinny,"" an'...",0,,,4,
85514511_composed_sassy_amanda.mp3,85514511,"Person1: He's not really my friend.  I just do a job for him now and then.
Person2: Tyrell could help us, Sebastian.
Person1: He could?
Person2: His company made us.
Person1: I'd be happy to mention it to him.
Person2: Be better if I could talk to him in person.  But he's not an easy man to get to.
Person1: No.
Person2: When do you deliver your project?
Person1: This afternoon.",0,,,9,
85514512_composed_amanda_mark.mp3,85514512,"Person1: Quincy, I told you about these fat-ass girls.
Person2: We were just studying.
Person1: I'm not playing with you, these girls are looking to get you caught.  They see you, they see dollar signs.
Person2: Okay.
Person1: You hearing me?
Person2: I've been hearing you.",0,,,9,
85514518_composed_amanda_sassy.mp3,85514518,"Person1: No, I don't remember anything. it looks like I... but... I don't remember.
Person2: Why would anyone do something like this?",0,,,2,
85514519_composed_sassy_grandpa.mp3,85514519,"Person1: Yep.
Person2: Holy shit. That's all true?
Person1: No. I was just kidding.
Person2: What?!
Person1: I lied. His dad is still alive. He works for the post office.",0,,,8,
85514520_composed_ivanna_amanda.mp3,85514520,"Person1: Yeah, I've seen him.
Person2: What did he buy?
Person1: I don't remember.  We get a lot of people in here.
Person2: Could it have been this?",0,,,3,
85514525_composed_grandma_amanda.mp3,85514525,"Person1: How much you got to see the show?
Person2: You don't understand sweety, Daddy doesn't pay, Daddy sees the show for free. But you do get points for being horny on a night like this.",0,,,0,
85514529_composed_grandma_ivanna.mp3,85514529,"Person1: Dickie? Do you know Dickie?
Person2: You were at the Opera? Well, that explains -- yes I was there. I was there with Dickie.
Person1: I told you! I knew it!
Person2: Marge, I don't know you, so I have no right, but Dickie loves you. He's -- I think you'll find he's coming home to you.
Person1: How would you know that?
Person2: He told me everything. I was supposed to meet him fifteen minutes ago, so I... I'm going to go now, I think. Unless he meant us to meet -- which would be a little cruel, wouldn't it?",0,,,4,
85514533_composed_mark_sassy.mp3,85514533,"Person1: Howdy Pouty.
Person2: I was pretty confident that I was going to blow it with Talia, but I must say, I outdid myself.
Person1: She's still pissed at me and took it out on you. We should have taken it slower. It's hard to operate in the woods. Much easier in, like a club.  Tell the girl you've got to go do something, leave her view, take way too long until she is worried that you're not coming back. Just as she starts feeling awful, you come up from behind and touch her neck...
Person2: You are the prince of the darkness.",0,,,6,
85514550_composed_ivanna_grandma.mp3,85514550,"Person1: We gotta get you to a doctor.
Person2: It's okay.  Forget it.
Person1: Forget it?  Are you crazy? Let me see it.",0,,,8,
85514551_composed_amanda_grandma.mp3,85514551,"Person1: Oh, honey... What happened?
Person2: Doesn't matter. I... I don't want to come back, that's all.
Person1: Oh. Well, what are you going to do? You have to go to school, honey. I mean, what --
Person2: I'm not coming back! That's it! I want to go home!
Person1: Grace, listen to me. Your body is just healing. You have to give the rest of you time as well...
Person2: Is that your version of a pep talk?
Person1: You are not staying home all day feeling sorry for yourself. You're going to get up and you're going to figure this out.
Person2: Fine!
Person1: It's still early. What's your next class?",0,,,2,
85514552_composed_mark_grandpa.mp3,85514552,"Person1: I can't.
Person2: For evil to bend its knee, admit its guilt, implore His forgiveness, is the hardest thing on earth --
Person1: I want to, Bembry, but I can't.
Person2: -- the hardest and the greatest.
Person1: I can't.
Person2: For evil to bend its knee, admit its guilt, implore His forgiveness, is the hardest thing on earth --
Person1: I want to, Bembry, but I can't.
Person2: -- the hardest and the greatest.
Person1: I don't know what to say to Allah.
Person2: Have you ever bent your knees, Malcolm?",0,,,0,
85514554_composed_amanda_grandpa.mp3,85514554,"Person1: Let's go...
Person2: I just want to sit here longer, I mean the feeling is powerful -- why's that?
Person1: Maybe the best part of your life is over and you don't want to get up and start the bad part.",0,,,1,
85514555_composed_sassy_grandpa.mp3,85514555,"Person1: What's you last name?
Person2: Childers.
Person1: What are all them books?
Person2: Different ones. One's the Bible. One of 'ems a book on Christmas. One of 'ems how to be a carpenter.
Person1: How come you're carryin' them around with you.
Person2: Ain't got nowhere to set 'em down.
Person1: Don't you live somewhere?
Person2: I did live there in the state hospital.
Person1: Why'd you live there?
Person2: I killed some folks quite awhile back. They said I wadn't right in the head and they put me in there in the nervous hospital instead of puttin' me in jail.
Person1: They let you out?
Person2: Yeah.
Person1: How come?
Person2: They told me I was well. They had to turn me loose.
Person1: Are you well?
Person2: I reckon I feel all right.
Person1: You don't seem like you'd kill nobody.",0,,,8,
85514562_composed_ivanna_grandpa.mp3,85514562,"Person1: Are you sure?
Person2: Yeah.
Person1: It just seems...kind of weird.
Person2: Why?
Person1: I don't know.
Person2: Nicole, I'm just going to pack all this stuff and give it to the church for charity.  Don't feel bad. Unless you feel strange about wearing it.
Person1: No.  I mean, I remember Mrs. Ansel wearing some of this stuff, but...I don't feel funny about that.  I really liked her.
Person2: And she really liked you.  She would've given you all this if she'd outgrown it, or...",0,,,4,
85514564_composed_ivanna_grandma.mp3,85514564,"Person1: Now do you want the good news first or the bad news?
Person2: You better start making sense!
Person1: Ok, I will.  The bad news is the ship is history.  Life support will last another 36 hours, maybe.
Person2: Then we've got to get to the lifepods!
Person1: I'd advise you to shut up and let me finish Taylor.  You needn't worry about the lifepods because they're all gone, jettisoned. Save for one.",0,,,3,
85514566_composed_ivanna_mark.mp3,85514566,"Person1: I don't owe you anything; you don't owe me anything.  We went to bed -- what was it? -- ten or fifteen times?  It wasn't memorable enough to carry any obligations.
Person2: Sometimes I really hate you.
Person1: Yeah?  Well why don't you find some friendly therapist and work some of that hostility out.  But take my advice.  Put a little more life into it than you usually do.",0,,,7,
85514570_composed_amanda_grandma.mp3,85514570,"Person1: Oh no, not you again.
Person2: What an adorable hat.
Person1: They think I have a concussion.
Person2: And you think you're in love.
Person1: I know it.
Person2: This ""love"" of yours will soon wear off. I gave you a temporary love potion.
Person1: Why should I believe you?
Person2: It's the truth. In twenty-four hours you'll forget all about that girl.",0,,,2,
85514575_composed_sassy_grandma.mp3,85514575,"Person1: I wanted to tell you my plan.
Person2: So tell me.
Person1: I thought I might come back. In the New Year. Under my own steam.
Person2: Really? To Italy?
Person1: Of course. Let's say, for argument's sake, you were here -- perhaps we could split the rent on a house -- I'll get a job -- or, better still, I could get a place in Rome and when we're there we could be there and if we're here we could be here --
Person2: Oh God, I don't think so.
Person1: You see, particularly with the Marge problem, you can just blame me.
Person2: Marge and I are getting married.
Person1: How?
Person2: How?
Person1: Yesterday you're ogling girls on the terrace, today you're getting married. It's absurd.
Person2: I love Marge.
Person1: You love me and you're not marrying me.
Person2: Tom, I don't love you.
Person1: No, no, it's not a threat, I've explained all of that.
Person2: I'm actually a little relieved you're going, to be honest. I think we've seen enough of each other for a while.",0,,,9,
85514578_composed_ivanna_grandpa.mp3,85514578,"Person1: You set up the line-up.
Person2: Mr. Soze made a few calls, yes. You were not to be released until I came to see you. It seems Mr. Keaton's attorney, Ms. Finneran, was a bit too effective in expediting his release. Holding the rest of you became a moot point.
Person1: What about Redfoot?
Person2: Mr. Redfoot knew nothing. Mr. Soze rarely                 t works with the same people for very long, and they never know who they're working for. One cannot be betrayed if one has no people.",0,,,2,
85514579_composed_grandpa_mark.mp3,85514579,"Person1: I swear it. By Excalibur and the holy--
Person2: --What issues from your lust will be mine. Swear it again.
Person1: I swear it.",0,,,6,
85514582_composed_sassy_grandpa.mp3,85514582,"Person1: Well?  Was ""Vicki"" right?  About your difficulty with duality?
Person2: If I said yes, then you might think me a Norman Bates, or a Ted Bundy type ... and then you might not let me kiss you.",0,,,4,
85514586_composed_grandma_sassy.mp3,85514586,"Person1: Oh, well...those are...I mean, we don't get to keep our work.  I could maybe ask them if you could choose one.  But, you know, frankly George, you were the best. Computer models can't begin to match the beauty you gave yours.  They're a part of this firm.  They inspire me.  I go out there and sometimes just stare at something I've designed.  It amazes me. I would miss that too much.  Look, I may be going out on a limb, but you go out there and look them over, every single one of them and pick the one you like the best and take it with you. Just run it by me first, just in case, you know...but I'm sure it'll be okay.
Person2: Thank you.
Person1: Well, it's the least I can do.
Person2: Yes, it is.",0,,,1,
85514589_composed_amanda_ivanna.mp3,85514589,"Person1: Keep stallin'.
Person2: Alright, I'm coming...hold on.",0,,,6,
85514590_composed_grandpa_grandma.mp3,85514590,"Person1: I've loved you ever since I first laid eyes on you, Jeremiah. I've just always been too scared to show it.
Person2: Beth, I can't believe you just said that because that's exactly how I've always felt about you... Call me Jam. It's my band name.
Person1: You don't know how long I've been waiting to hear that... Jam!",0,,,2,
,,,,,,Shifted Batch IDs printed. Please copy the text from the output above and paste it into your Google Sheet.,
